01_prenom;02_genre;03_langage;04_fréquence
kylee;f;english;0
kyleigh;f;english (modern);0
kyler;m,f;english;0
kylie;f;english;0
kyllikki;f;finnish;0
kym;f;english;0
kynaston;m;english;0
kyösti;m;finnish;0
kyra;f;english;0
kyran;m;irish, english;0
kyriake;f;greek;0
kyriaki;f;greek;0
kyriakos;m;greek, ancient greek;0
kyros;m;ancient greek;0
kyung-soon;f;korean;0
laban;m;biblical;0.03
labhrainn;m;scottish;0
labhrás;m;irish;0
lacey;f,m;english;0
lachie;m;scottish;0
lachina;f;scottish;0
lachlan;m;scottish;0
lachtna;m;irish;0
lacy;f,m;english;0
ladislao;m;italian;0
ladislas;m;history;0.06
ladislaus;m;history;0
ladislav;m;czech, slovak;0
ladonna;f;english;0
laelia;f;ancient roman;0
lærke;f;danish;0
laetitia;f;late roman, english;0.92
lagina;f;english;0
lahja;f;finnish;0
laia;f;catalan;0
laila;f;arabic, english;0
laima;f;lithuanian;0
laird;m;;0.16
lajos;m;hungarian;0
lake;m;english;0.61
lakeisha;f;english;0
lakeshia;f;english;0
lakisha;f;english;0
lakshman;m;indian;0
lakshmi;f;indian, hindu mythology;0
lal;m;indian;0
lala;f;bulgarian;0.25
lalage;f;english;0
lalawethika;m;native american;0
laleh;f;iranian;0
lalit;f;indian;0
lalita;f;indian;0
lalla;f;english;30.01
lallie;f;english;0
lally;f;english;0.10
lalo;m;english;0.73
lambert;m;english, french, german, dutch;40.68
lamech;m;biblical;0.03
lamis;f;arabic;0
lammert;m;dutch, german;0
lamont;m;;0.06
lamprecht;m;german;0.10
lamya;f;arabic;0
lan;f;chinese;0.41
lana;f;english, russian;0.10
lance;m;english;22.71
lancelot;m;english, welsh mythology;0.67
landon;m;english;0.45
lane;m;english;0.64
lanford;m;english;0
lành;m;vietnamese;0
lani;f;hawaiian;0
lanny;m;english;0
lanty;m;;0
lanzo;m;german;0.03
laocadia;f;portuguese;0
laoise;f;irish;0
lára;f;icelandic;0
lara;f;russian;1.47
laraine;f;english;0
lareyna;f;english;0
lari;f;;0
larisa;f;russian;0.06
larissa;f;russian;0.03
lark;f;english;0.03
larkin;m;english;0
larrie;m;english;0
larry;m;english;0
lars;m;scandinavian;0
lárus;m;icelandic;0
laryn;f;english (modern);0
lashawn;f,m;english (modern);0
lashonda;f;english (modern);0
lasse;m;finnish;8.95
lassi;m;finnish;0
lászló;m;hungarian;0
lata;f;indian;0.03
latanya;f;english (modern);0
latasha;f;english (modern);0
lateefah;f;arabic;0
latif;m;arabic;0
latifa;f;arabic;0
latifah;f;arabic;0
latisha;f;english;0
latonya;f;english (modern);0
latoya;f;english (modern);0
launce;m;english;0
launo;m;finnish;0
laura;f;english, spanish, italian, romanian, finnish;14.75
lauraine;f;english;0
laure;f;french;6.02
laureen;f;english;0
laurel;f;english;0.67
laurelle;f;english;0.10
lauren;f;english;0.16
laurena;f;english;0
laurence (1);m;english;0
laurence (2);f;french;0
laurencia;f;english;0
laurenço;m;portuguese;0
laurene;f;english;0
laurens;m;dutch;0.54
laurent;m;french;28.80
laurentia;f;ancient roman;0
laurentine;f;french;0
laurentiu;m;romanian;0
laurentius;m;ancient roman;0
lauressa;f;english;0
lauretta;f;italian;0
laurette;f;french;0.06
lauri;m;finnish;0
laurie;f;english;0.25
laurinda;f;english;0
laurine;f;english;0
laurissa;f;english;0
laurita;f;english;0
laurits;m;danish;0
lauritz;m;danish;0
lauro;m;italian;0.03
lauryn;f;english;0
lavena;f;english;0.25
lavender;f;english;0
lavern;f,m;english;0
laverna;f;roman mythology;0
laverne;f,m;english;0.06
lavina;f;english;0
lavinia;f;roman mythology;0
lavone;f;english (modern);0
lavonne;f;english (modern);0
lavra;f;slovene;0
lavrenti;m;russian, bulgarian;0.03
lavrentios;m;greek;0
lawahiz;f;arabic;0
lawanda;f;english;0
lawrence;m;english;1.40
lawrie;f;english;0
lawson;m;english;0.13
laxman;m;indian;0
laxmi;f;indian;0
layla;f;arabic;0
layton;m;english;0.10
laz;m;english;0
lázár;m;hungarian;0
lazar;m;russian;0
lazare;m;french;4.43
lazarus;m;biblical;0.16
lazer;m;jewish;0
lazzaro;m;italian;0.19
léa;f;french;0.10
lea;f;english;0.03
leachlainn;m;irish;0
leah;f;english, jewish, biblical;0
léan;f;irish;0
leander;m;greek mythology (latinized);0.10
leandra;f;;0
léandre;m;french;0.57
leandro;m;spanish, italian;0
leann;f;english (modern);0
leanna;f;english;0
leanne;f;english;0
leanora;f;english;0
leatrice;f;english (modern);0
leberecht;m;german;0
lech;m;polish;0
lecia;f;;0
leda;f;greek mythology;0
lee;m,f;english;1.34
leeann;f;english;0
leeba;f;jewish;0
leela;f;indian;0
leesa;f;english (modern);0
leevi;m;finnish;0
lefteris;m;greek;0
legolas;m;literature;0
lehi;m;biblical, mormon;0
leia;f;english;0
leif;m;scandinavian;0
leigh;f;english;0.13
leighton;m,f;english;0.03
leila;f;arabic, english;1.08
leilah;f;arabic, english;0
leilani;f;hawaiian;0
leith;m;;0
lela;f;arabic, english;0
leland;m;english;0.06
lelia;f;italian;0
lemmy;m;;0.41
lemoine;m;english;0.38
lempi;f;finnish;0
lemuel;m;biblical;0
len;m;english;0
lena;f;scandinavian, german, russian;0.06
lenard;m;english;0.29
lene;f;german;0
leni;f;german;15.83
lennard;m;english;0.13
lennart;m;scandinavian;0
lennie;m;english;0
lennon;m;english;1.98
lennox;m;scottish, english;0
lenny;m;english;0
lenora;f;english;0
lenore;f;english;0.06
lenox;m;scottish, english;0.10
lenuta;f;romanian;0
lenz;m;german;0.29
leo;m;english, german, late roman;0.16
leocadia;f;spanish;0
leocadio;m;spanish;0
leofric;m;anglo-saxon;0
leofwine;m;anglo-saxon;0
leokadia;f;polish;0
leola;f;english;0
leolin;m;;0
léon;m;french;15.23
leon;m;english, german;0.45
leona;f;english, german;0.03
léonard;m;french;4.24
leonard;m;english;0.54
leonardo;m;italian, spanish, portuguese;0.06
léonce;m;french;0.16
leoncio;m;spanish;0
leone (1);m;italian;0
leone (2);f;english;0
leonhard;m;german;0.06
leonid;m;russian;0.22
leonidas;m;greek, ancient greek;0.10
léonie;f;french;1.02
leonius;m;ancient roman;0
léonne;f;french;0
leonor;f;spanish, portuguese;0.16
leonora;f;italian;0.03
leonore;f;german;0.03
leonti;m;russian;0
leontina;f;italian, late roman;0
léontine;f;french;0.70
leontius;m;late roman;0
leonty;m;russian;0
leontyne;f;english;0
leonzio;m;italian;0
léopold;m;french;2.77
leopold;m;english;0.32
leopoldo;m;italian, spanish, portuguese;0
leos;m;czech;0
leroi;m;english;0.13
leroy;m;english;2.07
les;m;english;15809.49
lesedi;f;african;0
lesia;f;;0
lesleigh;f;english (modern);0
lesley;f,m;english;0
leslie;m,f;english;0.83
lesly;f,m;english;0
lessie;f;english;0
lester;m;english;0.67
leszek;m;polish;0
leta;f;english;0
letha;f;english;0
leticia;f;spanish, portuguese;0.03
letitia;f;english;0
letizia;f;italian;0
leto;f;greek mythology;0.03
lettice;f;english;0
lettie;f;english;0
letty;f;english;0.03
lev;m;russian;0.06
levent;m;turkish;0
levi;m;biblical, jewish, english;0.54
levon;m;armenian;0
lew;m;polish;0.06
lewella;f;english;0
lewin;m;english;1.08
lewis;m;english;18.96
lex;m;english;0.16
lexa;f;english;0
lexi;f;english;0
lexia;f;english;0
lexie;f;english;0.03
lexine;f;english;0
lexus;f;english;0
lexy;f;english;0
leyton;m;english;0
li;m,f;chinese;3.22
lia;f;italian;0.92
líadan;f;irish;0
liam;m;irish;0
liana;f;italian, portuguese, english;0
liane;f;french, english;1.02
lianne;f;english;0
libby;f;english;0.29
liber;m;roman mythology;0.25
liberatore;m;italian;0
liberius;m;ancient roman;0
liberty;f;english;1.53
libitina;f;roman mythology;0
libor;m;czech;0
liboria;f;italian;0
liborio;m;italian;0
lida;f;czech;0.03
liddy;f;;0
lidia;f;polish, italian;0.19
lidiya;f;russian;0
lieber;m;jewish;0.06
lien;f;vietnamese;24.59
liesa;f;german;0
liesbeth;f;dutch;0
liese;f;german;0
liesel;f;german;0.03
lieselotte;f;german;0
liesje;f;dutch;0
liesl;f;german;0
ligeia;f;greek mythology, ancient greek;0
ligia;f;;0
liisa;f;finnish;0
lijsbeth;f;dutch;0
lila;f;indian;0
lilac;f;english;0
lilavati;f;indian;0
líle;f;irish;0
lileas;f;scottish;0
lili;f;german;20.04
lilia;f;english;0.03
lilian;f;english;0.13
liliana;f;english;0.03
lilias;f;scottish;0
lilith;f;english, near eastern mythology;0.06
lilja;f;icelandic;0
lillian;f;english;0
lillias;f;scottish;0
lillie;f;english;0.29
lilly;f;english;0
lilo;f;german;0
lily;f;english;2.04
lim;m,f;chinese;0
lin;m,f;chinese;4.62
lina (1);f;arabic;0
lina (2);f;english, italian;0
linas;m;lithuanian;0
lincoln;m;english;0.41
linda;f;english;1.56
linden;f;english;0.10
lindon;m;english;0
lindsay;f,m;english, scottish;0.03
lindsey;f,m;english, scottish;0
lindsie;f,m;english, scottish;0
lindy;f;english;0
linette;f;english;0.03
linford;m;english;0
ling;f;chinese;1.43
linh;f;vietnamese;0
linnaea;f;english;0
linnéa;f;swedish;0
linnet;f;english;0
linnette;f;english;0
linnie;f;english;0
linos;m;greek mythology;0.13
linsay;f,m;english;0
linsey;f,m;english, scottish;0
linton;m;english;0.86
linus;m;greek mythology (latinized);0.06
linwood;m;english;0
linzi;f;english;0
lionel;m;french;0.10
lior;m,f;jewish;0
liouba;f;;0
lir;m;irish mythology;0
liron;m,f;jewish;0.25
lis;f;scandinavian, english;13.13
lisa;f;english;8.28
lisanne;f;english, dutch;0
lisbet;f;scandinavian;0
lisbeth;f;german;0.06
lise;f;english;7.52
lisette;f;french;0.83
lisha;f;english;0
lissa;f;english;0.54
lita;f;english;0
liv;f;scandinavian;8.86
livia (1);f;italian, portuguese, english, ancient roman;0
livia (2);f;english;0
liviana;f;italian, ancient roman;0
livio;m;italian;0
liviu;m;romanian;0
livius;m;ancient roman;0.03
livvy;f;;0
livy;m;history;0
liz;f;english;0.16
liza;f;english;0
lizaveta;f;russian;0
lizbeth;f;english;0
lizette;f;english;0
lizolet;f;?;0
lizzie;f;english;0
lizzy;f;english;0
ljubomir;m;croatian, serbian;0
lleu;m;welsh mythology;0
lleulu;f;welsh;0
llew;m;welsh;0
llewella;f;welsh;0
llewellyn;m;welsh;0.03
llewelyn;m;welsh;0
llora;f;catalan;0
llorenç;m;catalan;0
lloyd;m;english;0.92
lluc;m;catalan;0
lluis;m;catalan;0.03
llyr;m;welsh mythology;0
llywellyn;m;welsh;0
llywelyn;m;welsh;0
lochan;m;indian;0
lochlainn;m;irish;0
lochlann;m;irish;0
lockie;m;english;0
lodewijk;m;dutch;0
lodovico;m;italian;0
logan;m,f;scottish, english;0.16
loic;m;french, breton;0
lois;f;english, biblical;73.46
loki;m;norse mythology;0
lola;f;spanish, english;9.81
lolicia;f;english;0
lolita;f;spanish;0.48
lomán;m;irish;0
lommán;m;irish;0
lon;m;english;0.45
lonán;m;irish;0
london;m,f;english;2.29
lone;f;danish;0.13
lonnie;m;english;0
lonny;m;english;0
lope;m;spanish;0.57
lora;f;german;0
loraine;f;english;0
lorainne;f;english;0
lóránd;m;hungarian;0
lóránt;m;hungarian;0
lorayne;f;english;0
lorcán;m;irish;0
lorccán;m;irish;0
lore;f;german;0.13
loredana;f;italian;0
loreen;f;english;0
lorelei;f;germanic mythology;0.25
lorelle;f;english;0
loren;f,m;english;0.03
lorena;f;english, spanish, portuguese, italian;0
lorencio;m;spanish;0
lorene;f;english;0
lorens;m;scandinavian;0
lorenz;m;german;0.67
lorenza;f;italian;0.83
lorenzo;m;italian;0.45
loreto;f;english;0.03
loretta;f;english, italian;0
lorette;f;;0.38
lori;f;english;0
lorie;f;english;0
lorin;m;english;0
lõrinc;m;hungarian;0
lorinda;f;english;0
loris;f;;0
lorita;f;english;0
lorn;m;english;0
lorna;f;english, scottish;0
lorne;m;english;0.99
lorraine;f;english;10.86
lorri;f;english;0
lorrie;f;english;0
lorrin;m;english;0
lothair;m;german;0
lothaire;m;french;0.64
lothar;m;german;0.86
lothario;m;italian;0
lotta;f;scandinavian, finnish;0.19
lotte;f;german;0.29
lottie;f;english;0
lotus;f;english;1.27
lou;f,m;english;3.85
louella;f;english;0
louie;m;english;0
louis;m;french, english;84.74
louisa;f;english;0.16
louise;f;french, english;45.05
louiza;f;english (modern);0
loup;m;french;17.01
lourdes;f;spanish, english;22.36
love;f;english;2.68
lovel;m;english;0
lovell;m;english;0.06
loviisa;f;finnish;0
lovisa;f;swedish;0
lovise;f;danish, norwegian;0
lowell;m;english;0.13
lowri;f;welsh;0
loyd;m;english;0
luana;f;english;0
luann;f;english;0
luanna;f;english;0
luanne;f;english;0
luba;f;ukrainian;0.06
luben;m;bulgarian;0
lubna;f;arabic;0
lubomierz;m;polish;0
lubomir;m;czech, slovak;0
luc;m;french;20.80
luca (1);m;italian;0
luca (2);f;hungarian;0
lúcás;m;irish;0
lucas;m;english, dutch, french;1.69
lucasta;f;english;0
luce;f;french;1.88
lucetta;f;english;0
luchjo;m;esperanto;0
lúcia;f;portuguese;0
lucía;f;spanish;0
lucia;f;italian, german, english, scandinavian, romanian, ancient roman;0.64
lucian;m;english, romanian;0
luciana;f;italian, spanish, portuguese, ancient roman;0.03
luciano;m;italian, spanish, portuguese;1.59
lucie;f;french;18.80
lucien;m;french;25.49
lucienne;f;french;7.07
lucifer;m;theology;0.92
lucile;f;french, english;15.96
lucilla;f;italian, spanish, ancient roman;0
lucille;f;french;6.63
lucina;f;roman mythology;0.03
lucinda;f;english, portuguese;0
lucinde;f;french;0
lucine;f;armenian;0.03
lucio;m;italian, spanish, portuguese;0.06
lucius;m;ancient roman, english;1.72
lucjan;m;polish;0
lucky;m;english;0.48
lucrece;f;french;0
lucretia;f;ancient roman;0.10
lucrezia;f;italian;0.03
lucy;f;english;0.38
ludger;m;german, dutch;0
ludmila;f;russian, czech;0
ludmilla;f;english;0.29
ludo;m;english;20.07
ludovic;m;english;2.42
ludovica;f;german, dutch;0
ludoviko;m;esperanto;0
ludvig;m;scandinavian;0
ludvik;m;czech;0
ludwig;m;german;1.85
ludwik;m;polish;0
luella;f;english;0
lugh;m;irish mythology;0
lughaidh;m;irish, irish mythology;0
lugus;m;celtic mythology;0.10
luigi;m;italian;1.75
luigina;f;italian;0
luigino;m;italian;0
luis;m;spanish, portuguese;4.87
luisa;f;spanish, portuguese, italian;0.32
luise;f;german;0.13
luíseach;f;irish;0
luitgard;f;german;0
luitger;m;german;0
luitpold;m;german;0
luiz;m;portuguese;0
lujayn;f;arabic;0
lujza;f;hungarian;0
luka;m;russian, serbian, croatian, slovene;0.03
lukács;m;hungarian;0
lukas;m;german;0.03
luke;m;english, biblical;0.16
luksa;f;esperanto;0
lula;f;english;0.03
lulu;f;german;4.46
luminita;f;romanian;0
lumusi;f;african;0
luna;f;roman mythology;1.27
luned;f;welsh;0
lunete;f;french;0
lupe;f;spanish;0.06
lupita;f;spanish;0
lurdes;f;spanish;0
lure;f;;0.38
lutfi;m;arabic;0
lutgard;f;german;0
lutgardis;f;ancient germanic (latinized);0
luther;m;english;2.48
lúðvík;m;icelandic;0
lutz;m;german;0.13
luuk;m;dutch;0
luukas;m;finnish;0
luvenia;f;english;0
luvinia;f;english;0
lux;f;english;0.64
luz;f;spanish;0.61
luzia;f;spanish;0
lyall;m,f;;0
lycurgus;m;greek mythology (latinized), ancient greek (latinized);0
lyda;f;;0
lydia;f;english, german, biblical;0.25
lydie;f;french;0.38
lyle;m;english;0
lyn;f;english;0
lynda;f;english (modern);0
lyndi;f;english;0
lyndon;m;english;0.10
lyndsay;f,m;english;0
lyndsea;f;english (modern);0
lyndsey;f,m;english;0
lynette;f;english;0
lynn;f,m;english;0.06
lynna;f;english;0
lynne;f,m;english;0
lynnette;f;english;0
lynsay;f;english;0
lynsey;f;english;0
lynton;m;english;0
lynwood;m;english;0
lyov;m;russian;0
lyra;f;astronomy;0.03
lyric;f;english;0
lysander;m;ancient greek (latinized);0.19
lysandra;f;ancient greek;0
lysette;f;english;0
lysimachus;m;ancient greek (latinized);0
lysistrata;f;ancient greek;0.03
lyssa;f;english;0
lyuba;f;russian;0
lyubov;f;russian;0
lyudmila;f;russian;0
lyudmyla;f;ukrainian;0
lyydia;f;finnish;0
lyyti;f;finnish;0
maaike;f;dutch;0
maaria;f;finnish;0
maarit;f;finnish;0
maarja;f;estonian;0
maarten;m;dutch;0
maartje;f;dutch;0
maas;m;dutch;0
maata;f;maori;0
mabel;f;english;0.19
mabella;f;english;0
mabelle;f;english;0
mable;f;english;0
mabon;m;welsh, welsh mythology;0.03
macarena;f;spanish;0.03
macaria;f;spanish;0
macario;m;spanish;0
macey;f,m;english;0
machteld;f;dutch;0
macie;f,m;english;0
maciej;m;polish;0
mack;m;english;1.62
mackenzie;m,f;english;0.54
macsen;m;welsh;0
macy;f,m;english;0.03
madai;m;biblical;0
madailéin;f;irish;0
madalena;f;portuguese;0
madalyn;f;english;0
mädchen;f;german;0
maddalena;f;italian;0
maddison;f;english;0
madelaine;f;english;0
madeleine;f;french, english;16.28
madelina;f;english;0
madeline;f;french;0
madelyn;f;english;0
madge;f;english;0
madhav;m;indian;0
madhavi;f;indian;0
madhu;f;indian;0
madhukar;m;indian;0
madhur;f;indian;0
madison;m,f;english;0.92
madisyn;f;english (modern);0
madlyn;f;english;0
madoc;m;welsh;0
madog;m;welsh;0
madoline;f;english;0
madonna;f;english;0.45
mads;m;danish;0
madyson;f;english (modern);0
mae;f;english;0.06
maegan;f;english;0
maeja;f;;0
maeleachlainn;m;irish;0
maeva;f;;0
maeve;f;irish, irish mythology;0
mafalda;f;italian, portuguese;0
magda;f;german, dutch, scandinavian, czech, polish, romanian;0.25
magdalen;f;english;0
magdalena;f;german, dutch, scandinavian, spanish, portuguese, czech, polish;0
magdalene;f;german, english, biblical;0
magdalone;f;danish;0
magdolna;f;hungarian;0
maggie;f;english;0.25
magnhild;f;norwegian;0
magnolia;f;english;0.80
magnus;m;scandinavian, english;0.57
maha;f;arabic;0.06
mahala;f;;0
mahalah;m;biblical (variant);0
mahalath;f;biblical;0
mahali;m;biblical (variant);0
mahalia;f;;0
mahatma;m;history;0.03
mahavir;m;indian;0
mahendra;m;indian;0
mahin;f;iranian;0
mahinder;m;indian;0
mahlah;f,m;biblical;0
mahli;m;biblical;0
mahmood;m;indian;0
mahmud;m;arabic;0.03
mahomet;m;arabic;2.04
mahon;m;irish;1.37
mahvash;f;iranian;0
mai;f;vietnamese;39.44
maia (1);f;greek mythology, roman mythology;0
maia (2);f;roman mythology;0
maighread;f;scottish;0
maija;f;finnish;0
maike;f;frisian, german, dutch;0
maile;f;hawaiian;0
mainchín;m;irish;0
mainio;m;finnish;0
mair;f;welsh;0.06
máire;f;irish;0
mairéad;f;irish;0
mairead;f;scottish;0
mairenn;f;irish;0
màiri;f;scottish;0
máirín;f;irish;0
mairtín;m;irish;0
mairwen;f;welsh;0
maisie;f;scottish;0.03
maite;f;spanish, basque;0
maitiú;m;irish;0
maitland;m;english;0.06
maja;f;german, scandinavian, polish;0.10
major;m;english;21.22
makaio;m;hawaiian;0
makari;m;russian;0
makayla;f;english (modern);0
makeda;f;history;0
makenna;f;english;0
makenzie;f;english;0
makram;m;arabic;0
maksim;m;russian;0
maksimilian;m;russian;0
mala;f;indian;0.45
malachi;m;biblical, jewish;0
malachy;m;irish;0
malaika;f;african;0
malak;f,m;arabic;0
malakai;m;;0
malamis;m;;0
malandra;f;english (modern);0
malati;f;indian;0
malcolm;m;scottish, english;0.54
malcom;m;english (modern);0.13
maldwyn;m;welsh;0
maleah;f;english (modern);0
maleko;m;hawaiian;0
malene;f;danish;0
malgorzata;f;polish;0
malia;f;hawaiian;0
malie;f;hawaiian;0
malik;m;arabic;0.13
malika;f;;2.64
malin;f;swedish;10.99
malina;f;scottish, english;0
malinda;f;english;0
malka;f;jewish;0
mallaidh;f;irish;0
mallory;m,f;english;0.03
mallt;f;welsh;0
malone;m;;0.61
malvina;f;scottish, english;2.20
malvolio;m;literature;0
mamie;f;english;1.37
manasseh;m;biblical;0
manasses;m;biblical (variant);0
mandeep;m;indian;0
mandi;f;english;0
mandy;f;english;0.03
manel;m;catalan;0
manfred;m;german, dutch, english;0.10
manfredo;m;italian;0
manfried;m;german;0
mani;m;indian;0.06
manish;m;indian;0
manjula;f;indian;0
manjusha;f;indian;0
manley;m;english;0.06
manlio;m;italian;0
mannix;m;irish;0
manny;m;english;0
manoel;m;portuguese;0.03
manola;f;spanish;0
manolo;m;spanish;0.06
manon;f;french;2.68
mansel;m;english;0
mansoor;m;indian;0
mansur;m;arabic;0
manu;m;indian;0.89
manuel;m;english, spanish, portuguese;12.01
manuela;f;spanish, portuguese, romanian;0.13
manus;m;irish;0.16
manya;f;russian;0
maoilios;m;scottish;0
maquinna;m;native american;0
mara (1);f;biblical;0
mara (2);f;hungarian;0
marajha;f;esperanto;0
maral;f;armenian;0.03
maralyn;f;english (modern);0
marc;m;french;19.37
marcel;m;french, romanian, german;30.07
marcela;f;spanish, polish, romanian;0
marceli;m;polish;0
marcelina;f;polish;0.03
marceline;f;french;4.36
marcelino;m;spanish, portuguese;0.10
marcella;f;italian;1.53
marcelle;f;french;1.31
marcellette;f;french;0
marcellin;m;french;0.54
marcelline;f;french;0.03
marcellino;m;italian;0
marcello;m;italian;1.85
marcellus;m;ancient roman;0.41
marcelo;m;spanish, portuguese;0
marci;f;english;0
marcia;f;english;2.07
marcie;f;english;0
marcin;m;polish;0
marcio;m;portuguese, spanish;0
marco;m;italian, spanish, portuguese;8.89
marcos;m;spanish, portuguese;0.16
marcus;m;ancient roman, english, biblical (variant);0.25
marcy;f;english;0
marduk;m;near eastern mythology;0
mared;f;welsh;0
maredudd;m;welsh;0
mareike;f;german;0
marek;m;polish, czech;2.42
maresol;f;;0
marfa;f;russian;0.06
margaid;f;manx;0
marganita;f;jewish;0
margaret;f;english;0.73
margaréta;f;hungarian;0
margareta;f;german, scandinavian, serbian, croatian, romanian;0
margarete;f;german;0
margarethe;f;german, danish;0
margaretta;f;english;0
margarid;f;armenian;0
margarida;f;portuguese;0
margarita;f;spanish, russian;0.13
margaux;f;english;0.25
marge;f;english;17.04
marged;f;welsh;0
margery;f;english;0.03
margh;m;cornish;0
margherita;f;italian;0.19
margie;f;english;0.03
margit;f;hungarian, scandinavian;0
margo;f;english;0
margot;f;french;0.92
margrét;f;icelandic;0
margrethe;f;german, danish, norwegian;0.03
marguerite;f;french;28.29
mari;f;welsh, finnish, hungarian;68.91
mária;f;hungarian;0
maría;f;spanish;0
maria;f;italian, portuguese, german, scandinavian, dutch, greek, polish, czech, romanian, english, finnish, icelandic;14.91
mariabella;f;english;0
mariah;f;english;0
mariam;f;arabic;0.06
mariamne;f;;0
marian (1);f;english;0
marian (2);m;polish, romanian;0
marian (3);m;;0
mariana;f;italian, spanish, portuguese, romanian, ancient roman;0.06
